time price
1512833593607 14628.98
1512833593628 14628.58
1512833593660 14628.56
1512833594374 14560.25
1512833594871 14628.55
1512833595613 14628.57
1512833596118 14745.5
1512833596259 14745.49
1512833596260 14639.33
1512833596269 14875.46
1512833596333 14554.99
1512833596396 14639.32
1512833596513 14890.75
1512833596703 14560.25
1512833596820 15140.99
1512833597032 15115.73
1512833597138 14628.98
1512833597339 14890.75
1512833597518 14891.35
1512833598357 14554.99
1512833598925 14601.99
1512833599095 14598.46
1512833599116 14628.99
1512833599221 14628.55
1512833599908 14628.55
1512833599915 14628.57
1512833599929 14628.98
1512833601179 14628.97
1512833601645 14639.32
1512833601719 14628.56
1512833601812 14639.31
1512833601921 14554.99
1512833602145 14629.98
1512833602219 14628.54
1512833602818 14554.99
1512833602881 14628.99
1512833603309 14557.69
1512833604104 15115.73
1512833604105 15119.99
1512833604106 14554.99
1512833605253 14557.69
1512833606034 14554.99
1512833606120 14628.97
1512833606140 14628.56
1512833606151 14628.99
1512833606355 14598.47
1512833606461 14609.97
1512833606873 14598.45
1512833607074 14639.31
1512833607278 14639.3
1512833607331 14628.96
1512833607397 16000
1512833608155 14609.97
1512833608187 14628.51
1512833608400 14891.35
1512833608452 14628.55
1512833608580 14903.14
1512833608590 14550.03
1512833608646 14550.03
1512833608646 14598.5
1512833608857 14745.49
1512833608974 14745.48
1512833608995 14598.51
1512833609451 14555
1512833609556 14628.5
1512833609630 14628.53
1512833609842 14628.51
1512833609863 14609.97
1512833609884 14609.97
1512833609937 14628.54
1512833610095 14628.48
1512833610127 14628.47
1512833610190 14628.47
1512833610222 14628.5
1512833610286 14903.14
1512833610309 14609.94
1512833610434 13227.3
1512833610456 14904.64
1512833610466 14609.94
1512833610518 13227.3
1512833610635 14628.47
1512833610858 15119.99
1512833611026 15141.99
1512833611174 14628.47
1512833611259 14609.97
1512833611549 14558.17
1512833611782 14598.45
1512833611951 13227.3
1512833612015 13227.3
1512833612278 14598.46
1512833612331 14554.99
1512833612352 14628.96
1512833612383 14628.49
1512833612383 14628.55
1512833612404 14628.53
1512833612425 14628.55
1512833612529 14639.29
1512833612707 14558.17
1512833613117 14628.95
1512833613419 14639.3
1512833613495 14554.99
1512833613548 14639.28
1512833613653 14598.5
1512833613738 14598.51
1512833614059 14598.5
1512833614174 14598.44
1512833614196 14583.03
1512833614249 14583.03
1512833614407 14628.99
1512833614463 13807.6
1512833614474 13807.6
1512833614579 13807.6
1512833614748 14583.03
1512833614843 14609.99
1512833615532 14598.5
1512833615574 14555
1512833615873 14598.44
1512833615948 14628.54
1512833617000 14550
1512833617011 14550
1512833617691 15141.99
1512833617842 14904.64
1512833617844 14792.45
1512833617845 14555
1512833617846 14583.03
1512833617958 15140.99
1512833617979 14897.05
1512833618300 14917.87
