time price
1512833740858 14612.92
1512833743348 14586.02
1512833744223 14586.02
1512833744666 14575.07
1512833744863 14572.7
1512833747586 14614.01
1512833753087 14624.47
1512833754384 14624.5
1512833754491 14636.92
1512833759802 14636.8
1512833761755 14636.76
1512833761925 14636.76
1512833763857 14612.9
1512833771327 14636.54
1512833773763 14626.24
1512833775878 14636.68
1512833777705 14636.72
1512833777853 14637
1512833778272 14608.18
1512833778469 14637
1512833780638 14626.47
1512833781157 14636.29
1512833781168 14637
1512833781599 14637
1512833781607 14637.01
1512833782908 14638.98
1512833783932 14637.64
1512833784079 14637.24
1512833784771 14635.32
1512833785430 14635.33
1512833785688 14635.33
1512833786033 14636.71
1512833786175 14635.33
1512833786854 14638.98
1512833786949 14639.99
1512833787055 14640
1512833787820 14635.33
1512833788018 14638.97
1512833788494 14638.97
1512833797354 14640
1512833798804 14635.34
1512833799304 14635.34
1512833799410 14635.33
1512833801172 14635.33
1512833802554 14635.33
1512833802573 14631.69
1512833803246 14610.37
1512833805971 14607.9
1512833807242 14607.87
1512833807456 14607.87
1512833807668 14607.87
1512833807911 14607.83
1512833808133 14607.83
1512833808314 14607.87
1512833809342 14607.91
1512833810348 14610.37
1512833811899 14635.34
1512833814286 14631
1512833814392 14635.34
1512833814508 14639.99
1512833815845 14607.91
1512833815897 14607.84
1512833820649 14639.98
1512833820754 14640
1512833827731 14639.99
1512833828028 14610
1512833830605 14610
1512833832795 14610
1512833834123 14610
1512833834594 14616.64
1512833836641 14612
1512833838507 14640
1512833840176 14626.14
1512833841057 14626.14
1512833841334 14640
1512833841514 14626.14
1512833841821 14626.14
1512833842046 14626.14
1512833843082 14626.14
1512833843442 14626.14
1512833843656 14626.15
1512833844324 14626.14
1512833845737 14612
1512833845975 14607.91
1512833846489 14639.99
1512833847760 14639.93
1512833850200 14639.98
1512833852291 14639.96
1512833854781 14632.28
1512833855399 14639.95
1512833857604 14639.97
1512833859677 14639.97
1512833859836 14632.28
1512833860748 14639.97
1512833866906 14639.89
1512833867244 14639.86
1512833868166 14639.89
1512833869912 14639.89
1512833870760 14632.29
1512833870849 14632.28
1512833874340 14635.8
1512833875184 14635.8
1512833877863 14635.79
1512833878210 14635.79
1512833881903 14635.79
1512833882147 14635.79
1512833883967 14620
1512833884276 14620
